NUM,PINYIN,EXPECTED (GROUND TRUTH),QWERTY_model-016-23447,NINE_model-014-21074,SWIFTKEY_QWERTY,SWIFTKEY_NINE,FULL_SCORE,QWERTY_model-016-23447 SCORE,NINE_model-014-21074 SCORE,SWIFTKEY_QWERTY SCORE,SWIFTKEY_NINE SCORE
892,wodeerduohaoxiangyouyanzheng。,我的耳朵好像有炎症。,我的耳朵好像有炎证。,我的耳朵好像有完证。,我的耳朵好像有炎症。,我的耳朵好像有完整。,10,9,8,10,8
893,wokeyiwennindenianlingma？,我可以问您的年龄吗？,我可以问您的年龄吗？,我可以问您的年龄吗？,我可以问您的年龄吗？,我可以问您的年龄吗？,10,10,10,10,10
894,zaizherchihaishidabao？,在这儿吃还是打包？,在这而吃海是打包？,在这儿该是打宝？,在这儿吃还是打包？,在这儿吃还是打扮？,9,7,6,9,8
895,daoxingqiwuwohuizhunbeihaode。,到星期五我会准备好的。,到星起无我会准备好的。,但星期与我会准备好的。,到星期五我会准备好的。,到星期五我会准备好的。,11,9,9,11,11
896,ninduifuzhuanghenyouganjue。,您对服装很有感觉。,您对二装很有感觉。,您对服装很有感觉。,您对服装很有感觉。,您对服装很有感觉。,9,8,9,9,9
897,ruguoninxuyaoshenmebangmang，jinguanshuo。,如果您需要什么帮忙，尽管说。,如果您需要什么帮忙，尽管说。,如果您需要什么帮忙，尽管说。,如果您需要什么帮忙，尽管说。,如果您需要什么帮忙，近关说。,14,14,14,14,12
898,wozaiyebuxiangjiandaoni。,我再也不想见到你。,我再也不想见到你。,我再也不想见到你。,我再也不想见到你。,我再也不想见到你。,9,9,9,9,9
899,zuobianxigaiyoushenjingtong。,左边膝盖有神经痛。,左边膝盖有神经痛。,左边膝有神惊通。,左边膝盖有神经痛。,做编织爱有神经痛。,9,9,6,9,5
900,zhuanjiedeshihouruguoduanle，qingninchongxinzaida。,转接的时候如果断了，请您重新再打。,转节的时候如果断了，请您充信再大。,专戒的时候如果断了，请您工信再大。,转接的时候如果短了，请您重新再打。,专列的时候如果短了，请您重新再打。,17,13,12,16,14
901,youjintianwanshangnengzhudefangjianma？,有今天晚上能住的房间吗？,有今天晚上能住的房间吗？,有今天晚上能住的房间吗？,有今天晚上能住的房间吗？,有今天晚上能住的房间吗？,12,12,12,12,12
902,fangzichuwentishigenshuilianxine？,房子出问题时跟谁联系呢？,房子出问题是跟谁联系恶？,房子问题是跟谁联易么？,房子出问题是跟谁联系呢？,房子出问题是跟谁联系呢？,12,10,8,11,11
903,qingnibachuanghucayixia。,请你把窗户擦一下。,请你把窗户擦一下。,请你把床户巴西下。,请你把窗户擦一下。,请你把窗户吧一下。,9,9,6,9,8
904,jingchangtingbierenshuowohenlizhi。,经常听别人说我很理智。,经常听别人说我很理志。,经常停别人说我很机制。,经常听别人说我很理智。,经常听别人说我很理智。,11,10,8,11,11
905,pijiushishengpi，haishipingzhuangpiju？,啤酒是生啤，还是瓶装啤酒？,啤酒是生皮，海是屏装疲局？,四就是生气，该事情撞思路？,啤酒师生批，还是瓶装皮具？,起就是生日，还是瓶装思路？,13,8,4,9,8
906,fujinyoumianfeixishoujianma？,附近有免费洗手间吗？,附近有免费析收锏吗？,附近有免费子手脚吗？,附近有免费洗手间吗？,附近有免费洗手间吗？,10,7,8,10,10
907,taibangle，ninzuodefeichanghao。,太棒了，您做得非常好。,太棒了，您做得非常好。,太仓了，您做得非常好。,太棒了，您做得非常好。,太棒了，您做得非常好。,11,11,10,11,11
908,shiyonghouqingzaihuidaozherlai。,使用后请再回到这儿来。,使用后情在回到折而来。,使用后青在回到一而来。,使用后请再回到这儿来。,使用后请再回到这儿来。,11,7,7,11,11
909,jingjidaquanyouwozhangfuzhangwo。,经济大权由我丈夫掌握。,经济大圈由我丈夫掌握。,经济打算由我想都想握。,经济大全有我丈夫掌握。,经济打算有我想独享我。,11,10,6,9,4
910,youqiaokelidangao，xiangcaobudinghekafei。,有巧克力蛋糕，香草布丁和咖啡。,有巧克力蛋糕，香草不顶喝咖啡。,有钱了几蛋案，想办不定喝咖啡。,有巧克力蛋糕，香草不定喝咖啡。,有巧克力蛋糕，相伴不定喝咖啡。,15,12,6,12,10
911,meiyouchufangmaibuliaoyao。,没有处方，买不了药。,没有厨房买布料药。,没有处房买不检验。,没有厨房买不了要。,没有厨房买不检验。,10,5,6,6,5
912,weishenmewanlezhemechangshijian？,为什么晚了这么长时间？,为什么玩了这么长时间？,为什么玩了这么长时间？,为什么完了这么长时间？,为什么要了这么长时间？,11,10,10,10,10
913,jianshenfangshenmeshihoukeyishiyong？,健身房什么时候可以使用？,健身放什么时候可以使用？,健身当什么时候可以使踪？,健身房什么时候可以使用？,健身房什么时候可以使用？,12,11,10,12,12
914,ninweifanlejiaotongguize。,您违反了交通规则。,您违反了交通规则。,您违反了交通规则。,您违反了交通规则。,您违反了交通规则。,9,9,9,9,9
915,qinggeiwokaochuangdeweizi。,请给我靠窗的位子。,请给我考床的位字。,请给我看床的唯一。,请给我靠窗的位子。,请给我靠窗的唯一。,9,6,5,9,7
916,duibuqi，woyebuzhidao。,对不起，我也不知道。,对不起，我也不知道。,对不起，我也不知道。,对不起，我也不知道。,对不起，我也不知道。,10,10,10,10,10
917,zhecikaoshikaodemamahuhu。,这次考试考得马马虎虎。,这次考试靠得妈妈糊糊。,这次老试考得妈妈糊户。,这次考试考的马马虎虎。,这次考试考的马马虎虎。,11,6,6,10,10
918,ninzhelihainenggaiyifuma？,您这里还能改衣服吗？,您这里害能盖衣服吗？,您这厉海能孩子服吗？,您这里还能改衣服吗？,您这里还能孩子多啊？,10,8,6,10,6
919,wozaizhaoyigedanjiangongyu。,我在找一个单间公寓。,我再找一个单见工宇。,我在找一个单件公裕。,我在找一个蛋建功与。,我在笑一个到脸红与。,10,6,8,6,5
920,woyijingtingshuole，henrangwoshiwang。,我已经听说了，很让我失望。,我已经听说了，很让我失望。,我已经听说了，很让我失望。,我已经听说了，很让我失望。,我已经听说了，很让我失望。,13,13,13,13,13
921,nenggenwohuanyixiaweizima？,能跟我换一下位子吗？,能跟我还一下位子吗？,能跟我关一下唯一吗？,能跟我换一下位子吗？,能跟我关系夏威夷吗？,10,9,7,10,5
922,youshenmewujiujingyinliao？,有什么无酒精饮料？,有什么物究竟饮料？,有什么物究竟心料？,有什么五酒精饮料？,有什么与酒精饮料？,9,6,5,8,8
923,qinganzhaozhegechufanggeiwopeiyao。,请按照这个处方给我配药。,请按照这个处房给我陪药。,四年照这个厨房给我陪要。,请按照这个厨房给我配药。,请按照这个厨房给我配药。,12,10,6,10,10
924,hanbaobaoliyaofangyangcongma？,汉堡包里要放洋葱吗？,汉宝宝里要放洋从吗？,好宝办里要放王吗？,汉堡包里药房洋葱吗？,韩版班机要当洋葱吗？,10,7,5,8,5
925,qinggaosuwojingjishihuideluyoufangfa。,请告诉我经济实惠的旅游方法。,请告诉我经济实惠的路油方法。,请告诉我经济实会的旅有方法。,请告诉我经济师会的路由方法。,请告诉我令理事会的旅游方法。,14,12,12,10,10
926,buzhibujueshijianjiuguoqule。,不知不觉时间就过去了。,不知不觉时间就过去了。,不知不觉时间就过去了。,不知不觉时间就过去了。,不知不觉时间就过去了。,11,11,11,11,11
927,feijizhengzaidianbo，qingjihaoanquandai。,飞机正在颠簸，请系好安全带。,飞机正在颠播，请洁好安全带。,费利正在电波，清理高安全带。,飞机正在点播，请记号安全带。,飞机正在点播，请利好安全带。,14,12,7,10,11
928,hanguoduiheribenduibisai。,韩国队和日本队比赛。,韩国队和日本队比赛。,韩国队和日本队比赛。,韩国队和日本队比赛。,韩国队和日本队比赛。,10,10,10,10,10
929,zhejiadiancaizuodehenhao。,这家店菜做得很好。,这家电才做的很好。,这家电才做得很好。,这家店才做得很好。,这家店白云的很好。,9,6,7,8,6
930,woxiangbawodehaizisongdaozherlai。,我想把我的孩子送到这儿来。,我想把我的孩子送到折而来。,我想把我的孩子送到一而来。,我想把我的孩子送到这儿来。,我想把我的孩子送到这儿来。,13,11,11,13,13
931,wohefumuzhuzaiyiqi。,我和父母住在一起。,我和父母住在一起。,我和父头注在一起。,我和父母住在一起。,我和父母住在一起。,9,9,7,9,9
932,qingniyongsaozhousaosaodi。,请你用扫帚扫扫地。,请你用扫周骚骚地。,请你总三周三散地。,请你用扫帚嫂嫂地。,请你纵然周三扫地。,9,6,4,7,5
933,qingzhuangaotajinzhezhudaguodianhuale。,请转告他金哲洙打过电话了。,青装搞他进这主大过电话了。,请转他进这朱发过电话了。,请转告他进这主打过电话了。,请转告他进协助法国电话了。,13,6,8,10,8
934,tonghuajieshuhoulijiweininzhuanjie。,通话结束后立即为您转接。,通话结束后立即为您转节。,通话结束后积即为民转解。,童话结束后立即为您转接。,童话结束后立即为您专列。,12,11,9,11,9
935,youtiqianhuankuanweiyuejinma？,有提前还款违约金吗？,有提前还款违跃金吗？,我腿前还款为约金吗？,有提前还款违约金马？,我推上套款违约金马？,10,9,7,9,5
936,youtushuguanhuiyuankama？,有图书馆会员卡吗？,有图书馆会员喀吗？,有图书还会远看？,有图书馆会员卡吗？,有图书馆会员卡吗？,9,8,5,9,9
937,jintianqidetaizao，henlei。,今天起得太早，很累。,今天气得太早，很累。,今天气得太早，很累。,今天起得太早，很累。,今天起的台湾，很累。,10,9,9,10,7
938,qinggeiwomenzhaoyizhangquanjiafu。,请给我们照一张全家福。,请给我们着一张权家富。,请给我们先一向全加度。,请给我们找一张全家福。,请给我们消息想全家福。,11,8,7,10,8
939,ninmingbaishishenmeyisima？,您明白是什么意思吗？,您明白是什么意思吗？,您明才是什么意思吗？,您明白是什么意思吗？,您明白是什么意思吗？,10,10,9,10,10
940,buzaole，wogaihuijiale。,不早了，我该回家了。,不早了，我该回家了。,不完了，我该回家了。,不早了，我该回家了。,不要了，我该回家了。,10,10,9,10,9
941,nengbunengshuodekuaiyidian？,能不能说得快一点？,能不能说得快一点？,能不能说得快一点？,能不能说得快一点？,能不能说得快一点？,9,9,9,9,9
942,zhegegongyudetingchechangdama？,这个公寓的停车场大吗？,这个公寓的停车长大吗？,这个公寓的对停车长大吗？,这个公寓的停车场大妈？,这个公约的停车场大妈？,11,10,9,10,9
943,name，yongliulanqikeyishangwangma？,那么，用浏览器可以上网吗？,那么，用浏览器可以上网吗？,那么，用浏看起了以上扬吗？,那么，用浏览器可以上网吗？,那么，用浏览器可以上网吗？,13,13,9,13,13
944,xiexienindeshengqingkuandai。,谢谢您的盛情款待。,谢谢您的生情宽带。,谢谢您的生情宽带。,谢谢您的盛情款待。,谢谢您的盛情款待。,9,6,6,9,9
945,zhegeyongzhongwenzenmeshuo？,这个用中文怎么说？,这个用中文怎么说？,这个用中问怎么说？,这个用中文怎么说？,这个用中文怎么说？,9,9,8,9,9
946,woxiangliyongtushuguandejieyuefuwu。,我想利用图书馆的借阅服务。,我想利用图书馆的节约服务。,我想继用图书馆的节约服务。,我想利用图书馆的节约服务。,我想利用图书馆的节约服务。,13,11,10,11,11
947,shide，womenquxiayijiechexiangba。,是的，我们去下一节车厢吧。,是的，我们去下一届车想吧。,是的，我们去下一列车想吧。,使得，我们去下一节车厢吧。,使得，我们去下一节车厢吧。,13,11,11,11,11
948,congshenmeshihoukaishidengji？,从什么时候开始登机？,从什么时候开始登记？,从什么时候开始登级？,从什么时候开始登记？,从什么时候开始登记？,10,9,9,9,9
949,wodeyaoshilazaichelile。,我的钥匙落在车里了。,我得要是拉在车里了。,我的药是拉在撤里了。,我的钥匙落在车里了。,我的要石蜡在车即可。,10,6,6,10,5
950,qingninbuyaoguadianhua，shaodeng。,请您不要挂电话，稍等。,请您不要挂电话，烧等。,请您不要花电话，前锋。,请您不要挂电话，稍等。,请您不要话电话，前锋。,11,10,8,11,8
951,henxihuantuoersuodexiaopengyoumen。,很喜欢托儿所的小朋友们。,很喜欢托尔索的小朋友们。,很喜欢脱尔索的小朋友们。,很喜欢托儿所的小朋友们。,很喜欢托儿所的小朋友们。,12,10,9,12,12
952,duibuqi，womashanggeinindasao。,对不起，我马上给您打扫。,对不起，我马上给您打扫。,对不起，我马上给您打盘。,对不起，我马上给您打扫。,对不起，我马上给您打扰。,12,12,11,12,11
953,qingnayigeyanhuiganglai。,请拿一个烟灰缸来。,请哪一个宴会刚来。,请哪一个晚会刚开。,请哪一个烟灰缸来。,请吗之扼要贵港来。,9,5,4,8,3
954,nilianshangyizhiguazhexingfudeweixiao。,你脸上一直挂着幸福的微笑。,你脸上一直挂这幸福的微笑。,你坚上一直化些幸福的危笑。,你脸上一直挂着幸福的微笑。,你脸上一直挂着幸福的微笑。,13,12,9,13,13
955,taikuaile，douyuntouzhuanxiangle。,太快了，都晕头转向了。,太快了，斗云头转向了。,太快了，豆做头转响了。,太快乐，都晕头转向了。,太快乐，都晕头转向了。,11,9,8,10,10
956,daozhannengbunenggaosuwoyisheng？,到站能不能告诉我一声？,道战能不能告诉我一生？,但小能不能告诉我一切呢？,到站能不能告诉我一生？,到效能不能告诉我一生？,11,8,7,10,9
